Date,SPY,TLT,UUP,GLD
2007-04-20,104.35216522216797,48.49001693725586,20.12950325012207,68.69999694824219
2007-04-23,103.95897674560547,48.66603469848633,20.23649024963379,68.26000213623047
2007-04-24,104.00108337402344,48.84756851196289,20.2117977142334,67.7300033569336
2007-04-25,104.9559555053711,48.67700958251953,20.17888069152832,67.88999938964844
2007-04-26,105.07532501220703,48.324951171875,20.261173248291016,66.87000274658203
2007-04-27,104.99111938476562,48.313968658447266,20.195337295532227,67.55999755859375
2007-04-30,104.12045288085938,48.820030212402344,20.154190063476562,67.08999633789062
2007-05-01,104.38724517822266,48.855377197265625,20.27763557434082,66.69000244140625
2007-05-02,104.99811553955078,48.82781219482422,20.29409408569336,66.66000366210938
2007-05-03,105.56685638427734,48.71737289428711,20.318782806396484,67.48999786376953
2007-05-04,105.96710205078125,48.916099548339844,20.244714736938477,68.19000244140625
2007-05-07,105.98815155029297,49.04861831665039,20.29409408569336,68.25
2007-05-08,105.84770965576172,48.938194274902344,20.351701736450195,67.87999725341797
2007-05-09,106.13558959960938,48.744964599609375,20.37639045715332,67.44999694824219
2007-05-10,105.02623748779297,48.86086654663086,20.401079177856445,66.0
2007-05-11,105.92496490478516,48.689796447753906,20.41753578186035,66.44999694824219
2007-05-14,105.6932601928711,48.56275939941406,20.401079177856445,66.27999877929688
2007-05-15,105.72135925292969,48.5462532043457,20.33523941040039,66.54000091552734
2007-05-16,106.4445571899414,48.51308059692383,20.425765991210938,65.5999984741211
2007-05-17,106.2339096069336,48.31432342529297,20.475143432617188,65.05999755859375
2007-05-18,107.16072082519531,47.99409103393555,20.43399429321289,65.5199966430664
2007-05-21,107.10453796386719,48.137638092041016,20.491600036621094,65.66999816894531
2007-05-22,107.02032470703125,47.88921356201172,20.499834060668945,65.19999694824219
2007-05-23,107.0344009399414,47.75117492675781,20.483373641967773,65.54000091552734
2007-05-24,106.06537628173828,47.79533386230469,20.516292572021484,64.75
2007-05-25,106.50770568847656,47.684932708740234,20.499834060668945,64.94000244140625
2007-05-29,106.89390563964844,47.67942428588867,20.508060455322266,65.06999969482422
2007-05-30,107.76458740234375,47.778778076171875,20.540977478027344,64.72000122070312
2007-05-31,107.65229034423828,47.690467834472656,20.508060455322266,65.54000091552734
2007-06-01,108.18583679199219,47.43992233276367,20.516292572021484,66.44000244140625
2007-06-04,108.19991302490234,47.65611267089844,20.43399429321289,66.54000091552734
2007-06-05,107.77164459228516,47.356815338134766,20.37639045715332,66.37000274658203
2007-06-06,106.61302947998047,47.33462142944336,20.409305572509766,66.41000366210938
2007-06-07,104.68917846679688,46.486568450927734,20.540977478027344,65.26000213623047
2007-06-08,106.05140686035156,46.44775390625,20.606815338134766,64.22000122070312
2007-06-11,106.2339096069336,46.314762115478516,20.656192779541016,64.69999694824219
2007-06-12,105.07532501220703,45.64410400390625,20.697341918945312,64.0999984741211
2007-06-13,106.64815521240234,46.187286376953125,20.73849105834961,64.52999877929688
2007-06-14,107.32925415039062,46.070858001708984,20.7631778717041,64.5999984741211
2007-06-15,107.9399185180664,46.38679122924805,20.64796257019043,64.8499984741211
2007-06-18,107.81304168701172,46.29259490966797,20.62327766418457,64.94999694824219
2007-06-19,108.0809555053711,46.72489547729492,20.63150405883789,65.4800033569336
2007-06-20,106.57894897460938,46.34800338745117,19.849699020385742,64.70999908447266
2007-06-21,107.17127990722656,46.12628173828125,20.656192779541016,64.55999755859375
2007-06-22,106.16287994384766,46.42561721801758,20.53274917602539,64.77999877929688
2007-06-25,105.65518951416016,46.680564880371094,20.598587036132812,64.43000030517578
2007-06-26,104.5692138671875,46.691680908203125,20.565671920776367,63.619998931884766
2007-06-27,106.05711364746094,46.73599624633789,20.598587036132812,63.66999816894531
2007-06-28,106.04299926757812,46.72489547729492,20.598587036132812,64.26000213623047
2007-06-29,106.07828521728516,47.20712661743164,20.475143432617188,64.2699966430664
2007-07-02,107.03733825683594,47.45528793334961,20.3681583404541,65.0199966430664
2007-07-03,107.42514038085938,47.165977478027344,20.33523941040039,64.73999786376953
2007-07-05,107.3123550415039,46.637367248535156,20.43399429321289,64.41999816894531
2007-07-06,107.8764419555664,46.448238372802734,20.39284896850586,64.95999908447266
2007-07-09,107.96107482910156,46.615135192871094,20.401079177856445,65.37999725341797
2007-07-10,106.423828125,47.40520095825195,20.261173248291016,65.61000061035156
2007-07-11,107.1783447265625,46.915584564208984,20.23649024963379,65.44000244140625
2007-07-12,108.8707275390625,46.75420379638672,20.203569412231445,66.0199966430664
2007-07-13,109.19513702392578,46.88217544555664,20.220027923583984,66.02999877929688
2007-07-16,109.18096923828125,47.33286666870117,20.2117977142334,65.81999969482422
2007-07-17,109.1246337890625,47.23273468017578,20.2117977142334,65.75
2007-07-18,108.92715454101562,47.410743713378906,20.195337295532227,66.62000274658203
2007-07-19,109.35025787353516,47.39964294433594,20.187108993530273,67.01000213623047
2007-07-20,108.2431411743164,47.82805252075195,20.154190063476562,67.58000183105469
2007-07-23,108.57459259033203,47.75014877319336,20.195337295532227,67.47000122070312
2007-07-24,106.69178009033203,47.92817687988281,20.038976669311523,67.47000122070312
2007-07-25,106.91040802001953,48.022796630859375,20.2117977142334,66.9000015258789
2007-07-26,104.37884521484375,48.42341995239258,20.121273040771484,65.6500015258789
2007-07-27,102.3267822265625,48.562496185302734,20.28586196899414,65.41000366210938
2007-07-30,103.92758178710938,48.42341995239258,20.318782806396484,65.7699966430664
2007-07-31,102.75692749023438,48.77396774291992,20.28586196899414,65.79000091552734
2007-08-01,103.25761413574219,48.6683464050293,20.29409408569336,65.93000030517578
2007-08-02,104.0826644897461,48.79122543334961,20.32701301574707,65.88999938964844
2007-08-03,101.40303039550781,49.11528396606445,20.137727737426758,66.69000244140625
2007-08-06,103.1024398803711,48.75776290893555,20.17888069152832,66.5199966430664
2007-08-07,104.20252227783203,48.71865463256836,20.23649024963379,66.4800033569336
2007-08-08,105.65518951416016,48.12657165527344,20.17888069152832,66.7699966430664
2007-08-09,102.52422332763672,48.19358444213867,20.33523941040039,65.45999908447266
2007-08-10,102.04472351074219,48.081871032714844,20.351701736450195,66.56999969482422
2007-08-13,102.41140747070312,48.22152328491211,20.409305572509766,66.26000213623047
2007-08-14,100.84591674804688,48.34998321533203,20.540977478027344,66.29000091552734
2007-08-15,99.45674896240234,48.17683410644531,20.63150405883789,66.12999725341797
2007-08-16,100.20426177978516,48.67393112182617,20.57390022277832,64.68000030517578
2007-08-17,102.04472351074219,48.47843551635742,20.516292572021484,65.01000213623047
2007-08-20,101.99534606933594,48.50639343261719,20.565671920776367,65.12000274658203
2007-08-21,102.1998291015625,48.74098587036133,20.57390022277832,65.06999969482422
2007-08-22,103.41275024414062,48.66276168823242,20.516292572021484,65.4000015258789
2007-08-23,103.32109832763672,48.83038330078125,20.483373641967773,65.30999755859375
2007-08-24,104.59746551513672,49.0705680847168,20.39284896850586,66.11000061035156
2007-08-27,103.62431335449219,49.327510833740234,20.37639045715332,65.9800033569336
2007-08-28,101.34657287597656,49.41127395629883,20.37639045715332,65.58999633789062
2007-08-29,103.33515930175781,49.27720260620117,20.35993194580078,66.06999969482422
2007-08-30,103.06014251708984,49.606754302978516,20.450454711914062,65.80000305175781
2007-08-31,104.07561492919922,49.6458625793457,20.401079177856445,66.5199966430664
2007-09-04,105.12631225585938,49.6694221496582,20.43399429321289,67.44000244140625
2007-09-05,104.21664428710938,50.06764221191406,20.35993194580078,67.55999755859375
2007-09-06,104.45637512207031,49.93867492675781,20.30232048034668,68.86000061035156
2007-09-07,103.00374603271484,50.64533615112305,20.187108993530273,69.38999938964844
2007-09-10,102.80628204345703,51.03790283203125,20.16242027282715,69.62000274658203
2007-09-11,104.00508117675781,50.998661041259766,20.187108993530273,70.5199966430664
2007-09-12,104.2730712890625,50.80795669555664,20.088354110717773,70.45999908447266
2007-09-13,105.00643157958984,50.353668212890625,20.14596176147461,70.08000183105469
2007-09-14,104.99940490722656,50.426597595214844,20.195337295532227,69.98999786376953
2007-09-17,104.43526458740234,50.66775131225586,20.17888069152832,70.97000122070312
2007-09-18,107.50984954833984,50.286380767822266,20.11304473876953,71.69999694824219
2007-09-19,108.1444320678711,49.820865631103516,20.104812622070312,71.43000030517578
2007-09-20,107.38284301757812,48.87863540649414,19.956680297851562,72.72000122070312
2007-09-21,107.67262268066406,49.293670654296875,19.964908599853516,72.33999633789062
2007-09-24,107.47422790527344,49.433868408203125,19.956680297851562,72.27999877929688
2007-09-25,107.26170349121094,49.26001739501953,19.907302856445312,72.33000183105469
2007-09-26,107.8284683227539,49.30489730834961,19.973142623901367,72.0
2007-09-27,108.46613311767578,49.64702606201172,19.940223693847656,72.69999694824219
2007-09-28,108.10482788085938,49.7591438293457,19.792089462280273,73.51000213623047
2007-10-01,109.32347106933594,50.04350280761719,19.81678009033203,73.9000015258789
2007-10-02,109.17469787597656,50.201168060302734,19.940223693847656,72.3499984741211
2007-10-03,108.95501708984375,50.05474853515625,19.997827529907227,71.9000015258789
2007-10-04,109.12506103515625,50.246192932128906,19.973142623901367,72.87000274658203
2007-10-05,110.42159271240234,49.7056770324707,19.940223693847656,73.4000015258789
2007-10-08,109.83360290527344,49.66621780395508,20.06366729736328,72.52999877929688
2007-10-09,110.86798858642578,49.604312896728516,19.989601135253906,73.08999633789062
2007-10-10,110.68376159667969,49.63249206542969,19.931989669799805,73.36000061035156
2007-10-11,110.15238952636719,49.58183670043945,19.94845199584961,73.91000366210938
2007-10-12,110.76172637939453,49.33969497680664,19.91553497314453,74.58999633789062
2007-10-15,109.8265380859375,49.35092544555664,19.89084243774414,75.13999938964844
2007-10-16,108.95501708984375,49.36783981323242,19.91553497314453,75.12000274658203
2007-10-17,109.28799438476562,49.90838623046875,19.907302856445312,74.5
2007-10-18,108.89122009277344,50.184268951416016,19.783859252929688,76.0
2007-10-19,106.04299926757812,50.93310546875,19.742713928222656,75.69999694824219
2007-10-22,106.65943145751953,50.938743591308594,19.907302856445312,74.5999984741211
2007-10-23,107.52385711669922,50.871185302734375,19.783859252929688,75.2300033569336
2007-10-24,107.3254623413086,51.248451232910156,19.750940322875977,75.5199966430664
2007-10-25,107.58050537109375,51.07386779785156,19.709796905517578,76.02999877929688
2007-10-26,108.8416748046875,50.95566177368164,19.627498626708984,77.69000244140625
2007-10-29,109.20298767089844,51.152706146240234,19.594579696655273,78.12000274658203
2007-10-30,108.44491577148438,51.12458801269531,19.63572883605957,77.3499984741211
2007-10-31,109.57140350341797,50.66289138793945,19.545202255249023,78.62000274658203
2007-11-01,107.00662231445312,51.321128845214844,19.611038208007812,77.93000030517578
2007-11-02,107.12701416015625,51.485130310058594,19.42176055908203,79.83000183105469
2007-11-05,106.3122787475586,51.4625244140625,19.52051544189453,79.75
2007-11-06,107.74349212646484,51.213661193847656,19.45467758178711,81.43000030517578
2007-11-07,104.79605102539062,51.30414962768555,19.355924606323242,82.23999786376953
2007-11-08,104.26468658447266,51.213661193847656,19.339462280273438,82.2300033569336
2007-11-09,102.83348846435547,51.64912033081055,19.339462280273438,82.18000030517578
2007-11-12,101.81320190429688,51.835731506347656,19.52051544189453,78.30000305175781
2007-11-13,104.9165267944336,51.643497467041016,19.446447372436523,79.12000274658203
2007-11-14,104.6259994506836,51.70002365112305,19.45467758178711,80.27999877929688
2007-11-15,103.11691284179688,52.186405181884766,19.50405502319336,77.94999694824219
2007-11-16,103.29399108886719,52.25988006591797,19.479368209838867,77.75
2007-11-19,101.855712890625,52.599185943603516,19.42176055908203,77.23999786376953
2007-11-20,102.47919464111328,52.54265213012695,19.24070930480957,79.47000122070312
2007-11-21,100.38202667236328,52.84800720214844,19.141952514648438,79.36000061035156
2007-11-23,102.11787414550781,53.00639724731445,19.281858444213867,81.25
2007-11-26,99.86482238769531,54.05259704589844,19.183101654052734,81.30000305175781
2007-11-27,101.01260375976562,53.53799819946289,19.29008674621582,80.0999984741211
2007-11-28,104.24342346191406,53.17603302001953,19.34769630432129,79.56999969482422
2007-11-29,104.27885437011719,53.634071350097656,19.45467758178711,78.27999877929688
2007-11-30,105.32744598388672,53.373939514160156,19.602811813354492,77.31999969482422
2007-12-03,104.63309478759766,53.79756546020508,19.561662673950195,78.27999877929688
2007-12-04,103.6978759765625,53.79185104370117,19.42176055908203,79.4000015258789
2007-12-05,105.43374633789062,53.1502685546875,19.660417556762695,78.62999725341797
2007-12-06,106.94284057617188,52.68466567993164,19.65218734741211,79.37000274658203
2007-12-07,106.92162322998047,52.09419250488281,19.68510627746582,78.5999984741211
2007-12-10,107.75053405761719,51.781890869140625,19.545202255249023,80.0
2007-12-11,104.79605102539062,52.79823684692383,19.50405502319336,78.83999633789062
2007-12-12,105.83049774169922,52.253170013427734,19.578123092651367,80.48999786376953
2007-12-13,105.61089324951172,51.68538284301758,19.64396095275879,78.5
2007-12-14,104.27178955078125,51.4469108581543,19.89084243774414,78.5199966430664
2007-12-17,102.78388977050781,51.90681838989258,20.05681037902832,78.12999725341797
2007-12-18,103.35778045654297,52.24177932739258,19.86595344543457,79.25
2007-12-19,103.35778045654297,52.934513092041016,19.924036026000977,79.23999786376953
2007-12-20,104.00958251953125,52.82093811035156,19.957231521606445,78.66999816894531
2007-12-21,105.50895690917969,52.04875946044922,20.007017135620117,80.0999984741211
2007-12-24,106.29244995117188,51.80463409423828,19.874248504638672,80.13999938964844
2007-12-26,106.52037048339844,51.35041046142578,19.799562454223633,81.5199966430664
2007-12-27,105.18132019042969,51.910186767578125,19.675090789794922,81.55999755859375
2007-12-28,104.91780090332031,52.71968460083008,19.542322158813477,83.0
2007-12-31,104.14138793945312,53.03897476196289,19.666793823242188,82.45999908447266
2008-01-02,103.22966766357422,53.80278015136719,19.492528915405273,84.86000061035156
2008-01-03,103.17985534667969,53.72866439819336,19.53402328491211,85.56999969482422
2008-01-04,100.65127563476562,53.740081787109375,19.326566696166992,85.12999725341797
2008-01-07,100.56580352783203,53.97384262084961,19.517425537109375,84.7699966430664
2008-01-08,98.94181823730469,53.911109924316406,19.492528915405273,86.77999877929688
2008-01-09,99.98170471191406,54.01376724243164,19.641897201538086,86.55000305175781
2008-01-10,100.63699340820312,53.284019470214844,19.451038360595703,88.25
2008-01-11,99.82502746582031,53.700164794921875,19.542322158813477,88.58000183105469
2008-01-14,100.6298828125,53.899696350097656,19.442739486694336,89.54000091552734
2008-01-15,98.41472625732422,54.50400161743164,19.426145553588867,87.98999786376953
2008-01-16,97.56709289550781,54.11063003540039,19.666793823242188,86.69999694824219
2008-01-17,95.03853607177734,54.81184005737305,19.633602142333984,86.5
2008-01-18,94.06273651123047,54.435550689697266,19.691686630249023,87.41999816894531
2008-01-22,93.1082763671875,55.017024993896484,19.72488021850586,88.16999816894531
2008-01-23,95.34480285644531,54.89161682128906,19.666793823242188,87.88999938964844
2008-01-24,96.14968872070312,53.79140853881836,19.500829696655273,90.08000183105469
2008-01-25,94.7607192993164,54.697776794433594,19.550617218017578,90.30000305175781
2008-01-28,96.32772064208984,54.49258041381836,19.426145553588867,91.75
2008-01-29,96.80499267578125,54.12204360961914,19.4178466796875,91.1500015258789
2008-01-30,96.09272766113281,53.768619537353516,19.30167007446289,92.05999755859375
2008-01-31,97.8448715209961,54.150516510009766,19.451038360595703,91.4000015258789
2008-02-01,99.41898345947266,54.47600555419922,19.52572250366211,89.3499984741211
2008-02-04,98.16539001464844,53.9154052734375,19.492528915405273,89.0999984741211
2008-02-05,95.53717041015625,54.32728958129883,19.699987411499023,87.68000030517578
2008-02-06,94.76787567138672,54.16144561767578,19.699987411499023,88.94999694824219
2008-02-07,95.39466857910156,52.99443054199219,19.89084243774414,89.8499984741211
2008-02-08,94.78211975097656,53.60077667236328,19.83275604248047,91.0
2008-02-11,95.26647186279297,53.823917388916016,19.7912654876709,91.33000183105469
2008-02-12,96.14968872070312,53.50358200073242,19.72488021850586,89.33000183105469
2008-02-13,97.13261413574219,52.9372673034668,19.758073806762695,89.44000244140625
2008-02-14,96.27790832519531,52.15922927856445,19.691686630249023,89.70999908447266
2008-02-15,96.25655364990234,52.5596809387207,19.691686630249023,89.1500015258789
2008-02-19,96.52717590332031,52.02764892578125,19.658496856689453,91.58000183105469
2008-02-20,96.8121109008789,52.388065338134766,19.666793823242188,93.23999786376953
2008-02-21,96.0072250366211,52.94295883178711,19.52572250366211,93.25
2008-02-22,96.59841918945312,52.639793395996094,19.30167007446289,93.38999938964844
2008-02-25,97.8164291381836,52.10206604003906,19.4012508392334,92.73999786376953
2008-02-26,98.55004119873047,52.11923599243164,19.26848030090332,93.70999908447266
2008-02-27,98.45035552978516,52.16496276855469,19.144004821777344,94.77999877929688
2008-02-28,97.48875427246094,53.091697692871094,19.036128997802734,95.98999786376953
2008-02-29,95.31632232666016,53.90401077270508,19.04442596435547,96.18000030517578
2008-03-03,95.0884017944336,53.76506042480469,19.0029354095459,97.23999786376953
2008-03-04,94.72515106201172,53.2425422668457,19.052722930908203,95.18000030517578
2008-03-05,95.32345581054688,52.605220794677734,18.961442947387695,97.72000122070312
2008-03-06,93.3504409790039,52.886573791503906,18.86186408996582,96.5
2008-03-07,92.38890075683594,52.95549774169922,18.919952392578125,96.08999633789062
2008-03-10,91.1709213256836,53.73637008666992,18.86186408996582,95.87000274658203
2008-03-11,94.4473648071289,53.27701187133789,18.98633575439453,95.98999786376953
2008-03-12,93.5641098022461,54.30473709106445,18.654407501220703,97.01000213623047
2008-03-13,93.77067565917969,53.879886627197266,18.6046199798584,98.33999633789062
2008-03-14,92.31765747070312,54.5459098815918,18.637815475463867,98.70999908447266
2008-03-17,91.38455963134766,54.96503829956055,18.480148315429688,99.16999816894531
2008-03-18,95.18096923828125,54.75262451171875,18.69590187072754,96.5
2008-03-19,92.8233871459961,55.6597785949707,18.712495803833008,93.04000091552734
2008-03-20,94.54270935058594,55.797603607177734,18.911659240722656,89.91000366210938
2008-03-24,96.43238830566406,54.718170166015625,19.19379425048828,90.0999984741211
2008-03-25,96.52547454833984,54.94779968261719,18.770586013793945,92.7300033569336
2008-03-26,95.34439849853516,54.718170166015625,18.505041122436523,93.80000305175781
2008-03-27,95.04377746582031,54.33342361450195,18.538232803344727,93.45999908447266
2008-03-28,94.13472747802734,54.861717224121094,18.55483055114746,91.87999725341797
2008-03-31,94.4639892578125,55.056941986083984,18.588022232055664,90.41000366210938
2008-04-01,97.78531646728516,54.160888671875,18.878463745117188,86.86000061035156
2008-04-02,97.84970092773438,54.27614974975586,18.69590187072754,89.2699966430664
2008-04-03,98.09305572509766,54.39728546142578,18.76228904724121,89.41999816894531
2008-04-04,97.98571014404297,54.893150329589844,18.57972526550293,90.25
2008-04-07,98.03580474853516,54.604835510253906,18.712495803833008,91.16999816894531
2008-04-08,97.93560791015625,54.41459655761719,18.712495803833008,90.3499984741211
2008-04-09,97.22698974609375,54.9796028137207,18.588022232055664,92.29000091552734
2008-04-10,97.36296081542969,54.79514694213867,18.67100715637207,91.7699966430664
2008-04-11,95.47325134277344,55.1641960144043,18.6046199798584,91.30000305175781
2008-04-14,95.151123046875,54.84127426147461,18.6046199798584,91.11000061035156
2008-04-15,95.373046875,54.160888671875,18.629514694213867,91.66000366210938
2008-04-16,97.95710754394531,53.63037109375,18.44695281982422,93.2699966430664
2008-04-17,98.10022735595703,53.53816604614258,18.546533584594727,92.55999755859375
2008-04-18,99.12381744384766,53.49201202392578,18.67100715637207,90.62000274658203
2008-04-21,99.1739501953125,53.70534133911133,18.529935836791992,90.25
2008-04-22,98.7373046875,53.889896392822266,18.463550567626953,90.2699966430664
2008-04-23,98.57984924316406,53.711116790771484,18.588022232055664,89.22000122070312
2008-04-24,99.00933837890625,53.25557327270508,18.795480728149414,87.22000122070312
2008-04-25,99.92556762695312,52.94419860839844,18.84527015686035,87.2699966430664
2008-04-28,99.94698333740234,53.10566329956055,18.820375442504883,87.69000244140625
2008-04-29,99.55335998535156,53.30751037597656,18.895055770874023,85.80999755859375
2008-04-30,98.96636199951172,53.68807601928711,18.76228904724121,86.6500015258789
2008-05-01,101.0135269165039,53.6915168762207,18.919952392578125,83.98999786376953
2008-05-02,101.29267120361328,53.01445770263672,19.019529342651367,84.58000183105469
2008-05-05,100.80599212646484,53.01445770263672,18.928251266479492,86.2699966430664
2008-05-06,101.67922973632812,52.63248825073242,18.86186408996582,86.62999725341797
2008-05-07,99.86830139160156,52.85817337036133,18.98633575439453,85.81999969482422
2008-05-08,99.61058807373047,53.33270263671875,18.98633575439453,87.23999786376953
2008-05-09,99.42446899414062,53.529502868652344,18.86186408996582,87.41999816894531
2008-05-12,100.54110717773438,53.448463439941406,18.836971282958984,86.98999786376953
2008-05-13,100.5554428100586,52.86399459838867,18.919952392578125,85.38999938964844
2008-05-14,100.76302337646484,52.88713073730469,18.944847106933594,85.19999694824219
2008-05-15,102.02281188964844,53.367427825927734,18.928251266479492,87.0
2008-05-16,102.11591339111328,53.14754867553711,18.74568748474121,89.0999984741211
2008-05-19,102.39505004882812,53.217010498046875,18.84527015686035,89.38999938964844
2008-05-20,101.56475067138672,53.49476623535156,18.654407501220703,90.9000015258789
2008-05-21,99.84681701660156,53.50634765625,18.521638870239258,91.95999908447266
2008-05-22,99.8611068725586,52.87554168701172,18.637815475463867,90.9800033569336
2008-05-23,98.52255249023438,53.107051849365234,18.529935836791992,91.2300033569336
2008-05-27,99.25267791748047,52.748291015625,18.637815475463867,89.36000061035156
2008-05-28,99.71076202392578,52.27949523925781,18.720796585083008,89.13999938964844
2008-05-29,100.21182250976562,51.90338897705078,18.870162963867188,86.51000213623047
2008-05-30,100.4623794555664,52.24476623535156,18.84527015686035,87.44999694824219
2008-06-02,99.42446899414062,52.44631576538086,18.820375442504883,87.95999908447266
2008-06-03,98.84468078613281,52.82381057739258,18.919952392578125,86.87999725341797
2008-06-04,98.79459381103516,52.35340881347656,18.969743728637695,86.6500015258789
2008-06-05,100.77017211914062,52.0397834777832,18.878463745117188,86.44999694824219
2008-06-06,97.55623626708984,52.71353530883789,18.662704467773438,89.05999755859375
2008-06-09,97.79244995117188,52.71353530883789,18.820375442504883,87.98999786376953
2008-06-10,97.30571746826172,52.37077331542969,19.019529342651367,85.55000305175781
2008-06-11,95.87407684326172,52.248836517333984,18.895055770874023,87.0199966430664
2008-06-12,96.23918151855469,51.72612380981445,19.052722930908203,85.5999984741211
2008-06-13,97.45600128173828,51.61579513549805,19.077619552612305,85.83000183105469
2008-06-16,97.5133056640625,51.62739181518555,18.994640350341797,87.01000213623047
2008-06-17,97.04085540771484,51.73195266723633,18.95314598083496,87.25
2008-06-18,96.09601593017578,52.167564392089844,18.936548233032227,88.27999877929688
2008-06-19,96.2176513671875,51.85975646972656,18.95314598083496,88.41999816894531
2008-06-20,94.65593719482422,52.16172790527344,18.828672409057617,88.94999694824219
2008-06-23,94.5624008178711,52.27210235595703,18.936548233032227,87.08999633789062
2008-06-24,94.3753662109375,52.620548248291016,18.88675880432129,87.47000122070312
2008-06-25,94.82136535644531,52.64376449584961,18.795480728149414,87.41999816894531
2008-06-26,92.24601745605469,52.99809646606445,18.679306030273438,90.61000061035156
2008-06-27,91.74241638183594,53.6195182800293,18.6212158203125,91.47000122070312
2008-06-30,92.06614685058594,53.63115310668945,18.662704467773438,91.4000015258789
2008-07-01,92.35391235351562,53.504093170166016,18.6461124420166,92.66000366210938
2008-07-02,90.77127838134766,53.78385925292969,18.55483055114746,93.16999816894531
2008-07-03,90.86479949951172,53.667266845703125,18.73739242553711,92.05999755859375
2008-07-07,89.93675994873047,53.912147521972656,18.720796585083008,91.2300033569336
2008-07-08,91.53380584716797,54.26183319091797,18.80377769470215,90.86000061035156
2008-07-09,89.77133178710938,54.5008430480957,18.67100715637207,91.5
2008-07-10,90.13819122314453,54.495025634765625,18.654407501220703,93.52999877929688
2008-07-11,89.08792114257812,53.71974563598633,18.529935836791992,95.16000366210938
2008-07-14,88.28221893310547,54.191890716552734,18.49674415588379,95.91000366210938
2008-07-15,87.03768920898438,54.174442291259766,18.480148315429688,96.16999816894531
2008-07-16,89.17425537109375,53.195125579833984,18.571428298950195,94.44000244140625
2008-07-17,90.06626892089844,52.92118835449219,18.6046199798584,94.22000122070312
2008-07-18,90.62741088867188,52.7230339050293,18.6046199798584,94.16999816894531
2008-07-21,90.677734375,52.92703628540039,18.538232803344727,95.12000274658203
2008-07-22,91.70651245117188,52.66472244262695,18.67100715637207,93.05999755859375
2008-07-23,92.20281982421875,52.55978012084961,18.74568748474121,90.56999969482422
2008-07-24,90.28929138183594,53.072792053222656,18.729093551635742,91.33000183105469
2008-07-25,90.26769256591797,52.54231262207031,18.753990173339844,91.69000244140625
2008-07-28,88.94403839111328,53.072792053222656,18.712495803833008,91.7300033569336
2008-07-29,90.84322357177734,52.857051849365234,18.870162963867188,90.58999633789062
2008-07-30,92.4618148803711,52.90950393676758,18.853565216064453,89.5199966430664
2008-07-31,91.23886108398438,53.43415069580078,18.853565216064453,90.08000183105469
2008-08-01,90.75688171386719,53.552284240722656,18.911659240722656,89.56999969482422
2008-08-04,89.91522979736328,53.429473876953125,18.919952392578125,88.13999938964844
